CO_ALUNO_IDENTIFICADO,CO_ALUNO,NO_ALUNO,NO_MAE_ALUNO,SG_SEXO,DT_DATA_NASCIMENTO,NU_CPF,DS_EMAIL,CO_PESSOA_FISICA_ALUNO,DS_SENHA,CO_MATRICULA,CO_CICLO_MATRICULA,CO_CURSO,NU_CARGA_HORARIA,DT_DATA_INICIO,DT_DATA_FIM_PREVISTO,CO_PERIODO_CADASTRO,NO_CICLO_MATRICULA,CO_TIPO_OFERTA_CURSO,CO_TIPO_INSTITUICAO,CO_PORTFOLIO,NU_VAGAS_OFERTADAS,NU_TOTAL_INSCRITOS,NO_STATUS_MATRICULA,CO_UNIDADE_ENSINO,MES_DE_OCORRENCIA
128525394,130721826,Dr. Davi Jesus,Sra. Ana Laura da Luz,F,2003-09-03,816.739.524-37,maria-clara06@da.com,285964893,*^2FlLktRE,65786049,92006,14369,1000,2023-11-10,2020-04-22,6,accusantium,4,3,6816,68,61,EM_CURSO,593354,8
148092377,928514719,Thales Cardoso,Ana Carolina Rezende,M,1995-04-19,517.098.324-79,pfogaca@da.br,346428919,w89KIBion@,72865594,20554,29091,1000,2024-01-16,2022-02-11,1,incidunt,1,1,2020,78,40,EM_CURSO,879174,7
962622226,943538633,Danilo Ferreira,Maitê Correia,F,1995-02-01,910.324.567-52,mariana63@melo.com,283062406,%jG@TFxoT5,22483037,16537,93725,1600,2022-05-06,2021-10-06,7,at,1,1,6600,46,96,EM_CURSO,795635,11
582551522,242661128,Dra. Olivia da Rosa,Dra. Stella Lopes,F,1995-11-21,837.905.162-95,camposmarcos-vinicius@moreira.br,457698758,_80LBIIfDe,39372165,72289,71850,1600,2020-11-22,2023-10-07,4,perspiciatis,5,2,3993,59,68,EM_CURSO,962430,3
238692286,777042032,Olivia Barbosa,Nicole Teixeira,F,2003-06-07,806.392.754-00,diaskaique@hotmail.com,661245866,CM3LYf^k^Z,51571631,29605,51340,1000,2022-01-12,2021-04-07,7,beatae,2,2,2419,57,67,EM_CURSO,214448,12
153445180,298155017,Guilherme Ferreira,Eduarda Novaes,M,1997-01-18,298.156.043-33,almeidaemanuella@hotmail.com,619993696,(^iTZZVVr6,35954432,42550,75732,1000,2021-09-22,2025-05-02,6,eaque,5,3,3181,47,46,EM_CURSO,707778,10
543141297,104242182,Enzo Gabriel Araújo,Natália Moraes,M,2001-09-09,214.307.689-40,sarahdias@ig.com.br,306266587,G2LfZJ+u(g,20775554,71128,96196,1600,2020-03-18,2022-04-21,7,at,1,3,1846,38,53,EM_CURSO,222555,5
560194358,493692320,Maria da Paz,Mariana Cunha,M,2005-07-16,016.548.372-53,aliciaaragao@rocha.br,330449908,rl1PvRt+g&,34081980,52082,93500,1200,2022-06-29,2020-11-04,10,aut,4,2,3849,32,98,EM_CURSO,634967,4
594215191,535288203,João Guilherme Almeida,Ana Clara Almeida,M,1998-09-19,317.569.482-91,aragaomurilo@uol.com.br,644661011,x%Gu0KrwbM,53059444,76524,98483,1600,2021-11-29,2020-04-04,9,doloribus,1,1,4437,56,75,EM_CURSO,592830,2
987077575,737301970,Yasmin Araújo,Camila Silveira,M,1997-07-14,614.853.972-19,henrique73@hotmail.com,629878234,(23HRPIzGy,84844010,60178,31367,1600,2021-02-27,2020-07-22,2,assumenda,4,2,3877,54,98,EM_CURSO,197109,5
173030959,540286864,Lucas Gabriel Gonçalves,Srta. Melissa Fogaça,M,2006-04-03,871.436.059-48,novaeskaique@da.com,248200790,4Swf9Eosf@,84170997,82558,21148,1200,2025-05-24,2020-10-02,3,error,3,1,9626,49,25,EM_CURSO,372223,8
719499270,694493319,Sr. Bruno Oliveira,Clarice Moura,F,1999-01-10,479.203.185-05,poliveira@hotmail.com,329208276,6eAskAUW$3,86682133,52794,15276,1200,2023-07-23,2024-12-08,3,nisi,5,1,7313,45,27,EM_CURSO,325388,7
194195423,942038958,Juliana Costela,Melissa Pires,F,2002-09-20,894.610.372-87,pedro93@hotmail.com,493430149,O5P@Fsl6%n,36421528,16618,38681,1600,2025-04-28,2022-07-13,10,optio,1,3,8871,51,49,EM_CURSO,849217,3
493171533,655827412,Gabriel Monteiro,Maria Cecília Souza,F,2001-05-01,618.520.943-89,thiagoda-mata@da.br,737639121,A1V6FzM7!j,40262819,35955,22839,1600,2022-05-16,2021-11-09,7,placeat,5,3,5821,37,46,EM_CURSO,945458,7
905505289,488604757,João Gabriel Freitas,Emanuella Viana,F,1997-05-18,370.289.164-13,smartins@melo.org,190954269,H87XheOaE+,39035752,60431,95029,800,2023-05-06,2021-07-06,10,ullam,2,2,3697,60,44,EM_CURSO,851421,1
993883693,147304602,Sra. Stella Rocha,Nicole Monteiro,M,2006-08-16,692.851.074-94,eduarda25@hotmail.com,958121227,!_Q9Oal$d9,26211619,73748,68869,1600,2023-12-15,2024-07-09,1,itaque,3,2,8212,34,60,EM_CURSO,458613,4
353813676,504592366,Elisa Rocha,Ana Sophia Pereira,F,1998-05-28,284.391.756-55,nicolasdias@yahoo.com.br,423319935,^X(H5sSa9+,26117190,23994,82458,800,2024-02-18,2025-04-02,6,repellendus,4,3,6364,45,73,EM_CURSO,490694,9
774789150,462432638,Samuel da Conceição,Vitória Pinto,M,1996-06-28,247.039.185-79,mirella77@ramos.com,410472580,R*3VuM$((p,60422911,33664,30188,800,2022-10-04,2020-09-27,8,impedit,1,3,7955,64,80,EM_CURSO,206329,3
786748955,413123888,Nicole Vieira,Stephany Gomes,F,1998-08-19,754.318.260-26,rodriguesheloisa@hotmail.com,482329445,k%GbQu8D@5,43798622,94014,66152,1000,2020-06-12,2021-12-31,7,veritatis,3,1,1952,70,98,EM_CURSO,429124,5
958768512,695210082,Marina Costela,Lavínia Mendes,F,2006-09-15,653.921.487-19,camila48@ig.com.br,213015990,02BiC6Nl_0,12879325,61020,84576,800,2021-02-08,2023-01-02,2,aperiam,3,1,6249,78,31,EM_CURSO,485576,10
928650371,725453165,Luiza Gonçalves,Maria Cecília Moura,M,2000-08-24,683.059.724-29,luiz-otavioteixeira@gmail.com,329961901,$p7PGcOjgm,61563032,56641,28415,800,2024-01-05,2024-02-25,7,delectus,4,2,2898,51,59,EM_CURSO,145875,9
846853771,368511001,Davi Luiz da Rosa,Ana Sophia Lima,M,1998-02-08,453.026.981-70,ana-luiza61@nascimento.com,300941269,+WuRpQw#Y3,25011498,47040,61436,1000,2025-05-09,2023-01-09,9,eveniet,1,2,2400,60,94,EM_CURSO,289913,11
884672984,680557806,Pietra da Mata,Rafaela da Paz,M,1999-09-12,976.201.438-31,mbarros@da.org,783420326,Ex@Ab9Gu^Z,94593002,65600,24535,1600,2022-03-04,2024-09-27,4,beatae,4,1,1776,75,46,EM_CURSO,296853,3
566590333,401767797,Noah Freitas,Sra. Heloísa Mendes,M,1998-11-23,739.540.128-04,brunada-conceicao@rezende.net,743882138,+24T*b!e%L,30387755,11616,51685,800,2024-11-10,2022-01-05,8,sed,3,3,7612,33,99,EM_CURSO,159096,9
689403081,623211013,Davi Lucca Jesus,Sra. Kamilly Ferreira,F,1996-04-15,372.154.908-23,daniloda-costa@da.org,110833551,$5AXo&fyum,94346790,88741,75947,800,2022-03-20,2025-04-02,9,tempora,1,1,4787,32,61,EM_CURSO,500235,5
151531320,417969128,Pedro Lucas da Conceição,Melissa Teixeira,M,2001-06-16,149.658.372-82,maite79@cardoso.com,543570617,w$o$8LPkA*,90284183,76095,93597,1200,2020-07-02,2022-10-20,6,error,2,3,3414,44,98,EM_CURSO,404158,4
748150688,204160908,Srta. Sabrina Souza,Srta. Maria Sophia da Luz,M,1999-02-07,782.541.039-41,novaesraquel@farias.br,320495792,CI3XhOBvk@,69900266,22943,99032,1000,2020-07-09,2024-08-01,2,excepturi,1,2,4631,59,84,EM_CURSO,545759,8
475240991,810124540,Thales da Mota,Ana Julia Martins,F,1997-11-19,691.723.450-80,dda-conceicao@yahoo.com.br,394696830,N^vLx8Lbxv,12123963,31596,67427,1200,2020-11-25,2021-08-09,2,saepe,5,3,8141,42,23,EM_CURSO,441632,7
542350605,436528743,Srta. Heloísa Caldeira,Isabel Nunes,M,2003-11-24,598.243.170-23,catarina39@rezende.br,400940732,H1RPge6x)c,26263040,46140,84811,1000,2023-07-30,2023-07-08,9,illo,3,3,2472,61,49,EM_CURSO,767106,9
483112174,824140355,Isabelly Moura,Laís Pereira,F,2004-02-12,824.960.137-87,freitasfrancisco@bol.com.br,635888034,g)$S0GYcoK,13020373,16623,52951,1000,2025-03-25,2021-03-19,4,delectus,1,1,8211,51,99,EM_CURSO,858616,3
927786196,103534222,Helena Jesus,Ana Julia Carvalho,F,1999-07-08,987.421.630-13,kda-rocha@hotmail.com,383856657,9dfv3USx^n,25125788,95651,60384,1200,2021-10-01,2022-01-08,10,aliquid,2,1,2007,45,88,EM_CURSO,439272,9
456591933,490049172,Fernando Fogaça,Joana Sales,M,2003-11-30,524.639.710-61,melolorena@bol.com.br,501995452,#s@8iGDaK4,53389087,18197,95437,800,2024-03-30,2023-05-11,4,illo,1,1,1464,62,83,EM_CURSO,137248,8
769456165,610605373,Stephany Lima,Srta. Amanda Moreira,M,1998-03-07,583.601.247-44,qsantos@cunha.com,708167720,+7_6UWvhs1,91987189,12757,51287,1600,2023-08-03,2020-01-05,9,consequatur,1,1,9098,80,49,EM_CURSO,256630,7
120636599,411702786,Lara Novaes,Evelyn Duarte,M,2005-11-13,369.582.147-73,maria-vitoria83@gmail.com,493163337,WMT6#KNz(5,75241223,24894,10264,1600,2024-09-22,2020-04-19,1,provident,5,3,3013,47,72,EM_CURSO,514343,12
833514315,406363982,Sr. Luiz Felipe Pinto,Rebeca Castro,F,1999-01-18,746.380.125-07,lda-mota@moraes.org,725397616,Ay#E9REc^R,15858412,19290,15511,1200,2022-01-30,2025-01-01,9,nulla,1,2,9530,37,50,EM_CURSO,789543,9
711227396,941442859,Nicole Jesus,Bruna Farias,M,1997-08-31,892.764.053-56,joao-guilhermesilveira@freitas.br,900034740,(5V1m_GqPy,16239507,23087,87610,1200,2023-12-30,2021-12-24,3,quis,1,3,9443,49,37,EM_CURSO,940772,2
348663597,855301134,Maria Alice Monteiro,Maria Eduarda Melo,M,1998-12-15,607.238.195-21,silvaolivia@ig.com.br,505382201,O69dQvTP@Y,17476477,24283,26592,1000,2025-02-23,2024-12-28,7,delectus,1,1,6765,37,41,EM_CURSO,804751,10
542759516,181402249,Gabriel Nunes,Maria Luiza Ramos,M,2001-11-08,627.843.519-55,henriquebarbosa@porto.br,876330524,$0(RJfVt@2,75136171,78039,16657,1200,2022-08-03,2022-12-11,2,ad,4,3,1574,72,74,EM_CURSO,892283,5
451210054,658612458,Sr. João Felipe Silveira,Esther Pires,M,2004-09-11,459.836.120-42,mpereira@gmail.com,371884901,3uJxxce#(2,63193408,29760,76503,1000,2025-01-04,2021-12-22,10,minima,4,2,5488,30,34,EM_CURSO,460874,7
902807426,427070687,Brenda Alves,Dra. Bárbara Farias,M,2000-11-16,350.841.697-66,da-rosanina@hotmail.com,258070539,%j2Dz)%)!3,88535234,11713,41131,1600,2023-10-13,2024-11-26,6,temporibus,5,1,6719,31,45,EM_CURSO,145415,7
225067298,917382801,Emilly Gonçalves,Dra. Clara Porto,F,1998-08-24,035.428.169-06,olivia86@ig.com.br,931794706,m7yTMAqb+7,91807064,85293,50427,1600,2020-06-25,2024-03-02,10,inventore,2,2,5311,49,39,EM_CURSO,357341,10
407708767,948934279,Agatha da Luz,Carolina Porto,F,2005-07-21,547.169.283-73,souzapedro-miguel@uol.com.br,128230703,(5sQDPmH*#,17746889,44508,46204,1200,2023-12-28,2023-12-20,4,excepturi,2,2,9975,38,75,EM_CURSO,846281,8
209737635,259636367,Matheus Costela,Daniela da Mata,F,2003-05-15,857.621.394-09,davi-luccapires@bol.com.br,459451475,&c4HlP$s#2,51686169,75493,41041,1000,2020-02-13,2024-04-29,2,modi,2,2,1583,74,40,EM_CURSO,725910,8
612479037,483524990,Sr. Vitor Gabriel Castro,Clara da Conceição,M,2007-04-04,938.740.512-50,ydias@ig.com.br,510504388,9yvjQ5Sl*),52134421,58077,81745,1600,2025-02-09,2022-01-15,6,nisi,2,3,6829,79,47,EM_CURSO,325096,6
986721042,613139343,Srta. Marina Jesus,Sra. Lara Cardoso,F,1994-11-24,820.314.756-90,fariassophie@hotmail.com,229218506,+J8S*x*r5b,98716422,18729,48426,800,2024-12-21,2023-12-20,5,nulla,3,3,9694,31,36,EM_CURSO,146779,6
376885307,474165910,Pedro Henrique Alves,Daniela da Rocha,F,2002-06-19,563.170.942-25,almeidalivia@monteiro.com,630295801,WjMott7d)8,64463469,71609,43154,1600,2023-09-07,2022-07-29,3,doloribus,5,2,3501,40,42,EM_CURSO,903814,4
813921551,526514757,Yago Jesus,Sophie Lopes,M,2003-04-02,210.697.534-16,carolinalopes@novaes.com,759434826,^nGhjAnk&2,85331243,85226,66122,1000,2023-07-04,2022-10-24,1,sapiente,5,2,9054,54,41,EM_CURSO,602940,3
244065072,386384320,Danilo da Rosa,Laura Vieira,M,1998-03-05,628.407.319-40,yago17@bol.com.br,653827338,+8hfjHnjcl,38280686,60989,94577,1600,2022-03-04,2021-04-20,2,eligendi,1,2,2318,56,21,EM_CURSO,605024,1
771477353,384939363,Maria Fernanda Dias,Maria Clara Viana,M,1995-11-15,724.985.061-01,portodaniel@porto.com,635239682,P)#80Gp3Zf,86724394,57928,10524,1200,2020-06-09,2022-07-10,2,ducimus,4,1,3832,31,69,EM_CURSO,758962,5
431437081,991853208,Luna Oliveira,Marina Pires,M,1996-03-28,654.308.291-70,jesusenzo@da.br,848492631,^8etwvO_Rl,85379872,53825,24453,1200,2020-02-26,2020-04-09,2,labore,1,2,3686,54,75,EM_CURSO,394567,6
182595556,105378172,Dra. Maria Sophia Almeida,Srta. Lorena Vieira,F,2005-10-23,426.173.598-91,piresvalentina@uol.com.br,546382668,@4G1RVp8PJ,37749158,72914,41255,1600,2022-02-01,2024-05-09,9,deserunt,4,1,9750,38,92,EM_CURSO,174146,7
300778212,470068330,Thomas Melo,Heloísa Jesus,M,1994-09-24,982.507.416-76,duarteana-laura@bol.com.br,738705949,M2!J@@z^(k,35810502,56481,61028,800,2023-11-04,2020-12-28,7,quo,1,2,5763,80,99,EM_CURSO,970338,3
358817577,954542766,Alana das Neves,Joana Aragão,M,1999-05-03,734.502.681-71,monteirolorena@hotmail.com,210854735,%7Zhd2Rg_q,49407321,99047,60450,800,2022-10-15,2023-11-07,8,laborum,2,1,8963,34,23,EM_CURSO,845019,3
873116222,800371751,Amanda Sales,Sabrina Moreira,M,2002-03-18,832.567.194-73,luiz-miguelmonteiro@da.br,729867748,ng@4Ari#rZ,12384543,86645,36083,800,2022-05-02,2024-09-13,9,consectetur,5,2,7736,59,61,EM_CURSO,241967,12
907086777,448060004,Ana Lívia Pires,Srta. Heloísa Novaes,F,1997-09-16,835.470.269-38,emanuel49@fogaca.br,354804551,Dw8Mj1Dm#s,85390771,79691,39328,1200,2023-12-28,2020-05-08,1,a,5,2,3532,38,83,EM_CURSO,126566,1
175322618,464399710,Sr. Gustavo Costa,Kamilly Correia,F,1998-08-25,056.479.132-61,vitoriamoraes@bol.com.br,321278872,4m&GIQNp#4,82190415,77157,19753,1600,2023-12-14,2023-09-04,8,excepturi,1,3,4829,38,83,EM_CURSO,441004,1
377814091,990870115,Gustavo Peixoto,Pietra Duarte,M,2004-08-28,063.712.485-53,malmeida@costa.org,654739923,H7CANy_E*0,41134732,50270,11476,1600,2022-05-05,2023-12-24,8,nihil,5,3,5112,31,83,EM_CURSO,283126,9
667727305,435778424,Guilherme Pires,Ana Beatriz Santos,F,2005-01-14,982.504.761-58,luiz-henrique94@aragao.org,834177481,r@Ov0QCtEh,13331526,80780,37431,1600,2023-09-14,2023-06-10,6,quaerat,4,3,1888,33,74,EM_CURSO,412656,8
797051333,575781546,Agatha Silva,Dra. Ana Lívia Jesus,F,2004-04-27,637.025.418-53,leandrodas-neves@bol.com.br,233486151,w4zMm6eu_m,90414539,78075,74647,1600,2022-03-29,2021-03-30,5,expedita,5,2,4927,59,40,EM_CURSO,854161,6
849626546,160091821,Dr. Isaac da Luz,Lorena da Cruz,M,1995-04-20,598.234.071-50,ccunha@ig.com.br,598181335,Hr!22UIi1O,14938732,54302,45781,1600,2021-11-28,2023-07-28,5,corporis,3,3,4189,49,46,EM_CURSO,517500,11
142335245,519238892,João Vitor Nogueira,Srta. Amanda Rezende,M,2005-07-13,872.539.604-83,maria-fernanda22@uol.com.br,389753689,he1uIrS)_8,75765273,50628,84795,1600,2023-10-18,2023-10-23,1,nihil,2,2,4624,35,95,EM_CURSO,391794,10
233576918,756881520,Melissa Correia,Dra. Stephany Barros,F,2005-12-08,542.610.378-07,xgoncalves@sales.br,201616163,1_8NtI@aGX,51619478,66743,92928,1200,2024-02-13,2020-03-25,10,explicabo,5,3,3523,46,82,EM_CURSO,250481,4
204417645,813036023,João Miguel Dias,Maria Santos,F,1997-09-14,183.562.079-59,gabrielrezende@yahoo.com.br,836120776,&1XIlrHFx2,50259756,80697,43499,1600,2023-12-08,2023-03-27,1,modi,5,1,4173,73,32,EM_CURSO,322536,1
971833895,858008520,Vitor Gabriel Porto,Mariana da Mota,M,1997-07-10,768.035.492-83,sabrina08@bol.com.br,708247609,vrRGTKtP@7,57631087,85197,43826,1600,2022-02-08,2024-06-21,10,eum,2,1,9230,38,99,EM_CURSO,756640,7
326727532,331205807,Nina Sales,Ana Carolina Ramos,F,2003-11-21,108.429.763-96,cardosogabriela@hotmail.com,167516982,Dl)C@2qw!8,23877793,78762,92504,1000,2022-08-12,2022-05-12,4,maxime,2,3,9191,74,20,EM_CURSO,956180,5
441303114,244020868,Vitor Hugo Carvalho,Sra. Marina da Cruz,F,2003-08-29,625.081.947-94,milenabarbosa@bol.com.br,788144226,(60J5JyEhE,30243288,16727,20540,800,2021-12-11,2024-04-30,2,possimus,5,3,6381,35,93,EM_CURSO,939536,10
675100005,384857215,Marina Sales,Bruna Souza,M,2003-06-01,760.248.953-56,lorenzo53@alves.org,332284596,x57V@Rl$$Y,53366555,60645,53107,1200,2022-07-06,2024-05-14,7,nemo,4,3,8317,39,62,EM_CURSO,674184,1
144078846,435837389,João Pedro Cavalcanti,Laura Fernandes,M,2005-11-14,182.940.567-58,vitorda-mata@barbosa.org,395660625,Cp*0m5Rx%@,48161222,70466,16308,1200,2024-08-12,2024-12-29,1,officiis,4,2,9796,74,61,EM_CURSO,190792,12
190834535,765632179,Eloah Pereira,Catarina Silveira,M,2004-09-26,042.751.839-32,luizavieira@gmail.com,373758860,_*9Fqj@LiP,52551647,44623,43217,1200,2021-11-23,2022-03-25,3,atque,3,3,7851,62,49,EM_CURSO,560750,12
320881743,428381054,Augusto da Cunha,Brenda da Cruz,M,1998-08-16,295.164.370-52,evelyn53@melo.com,295884697,*q8RyoRq@s,84010339,59794,63880,800,2022-02-04,2023-02-26,6,quasi,3,1,8516,39,79,EM_CURSO,282431,10
321925433,938679432,Dr. Davi Lucca Carvalho,Emilly Alves,M,2006-09-23,083.926.471-22,moraesmaria-vitoria@ramos.com,258080650,!5DaIp4w$n,13476609,98249,49691,1200,2020-03-12,2024-05-30,5,autem,1,1,1814,41,91,EM_CURSO,841069,5
265079378,669839005,Marcelo Alves,Sra. Melissa Pinto,M,1998-01-09,493.182.670-96,alvesana-sophia@da.com,364547473,g*1kYvnH*o,33050738,19728,12896,800,2023-05-08,2024-07-22,1,velit,4,2,9561,31,21,EM_CURSO,136216,8
341981105,573991882,Alexandre Silveira,Luana Moura,M,1995-11-01,472.513.860-62,brunocorreia@rocha.com,574273541,#&7dJBUcpE,86641353,36349,99010,1600,2023-12-24,2024-09-25,6,quibusdam,2,3,7579,78,53,EM_CURSO,187512,6
937751306,805323060,Sra. Raquel Monteiro,Sra. Catarina Rezende,F,2007-02-27,209.345.186-70,davi-lucasdias@yahoo.com.br,519392284,+EAqPGn$O5,63899801,76909,48894,1600,2021-10-10,2020-01-29,8,libero,4,2,3206,75,79,EM_CURSO,988273,3
518292358,729727433,João Lucas Ferreira,Manuela Ramos,F,1998-12-14,938.460.152-70,kaique82@da.com,704463576,+OBcpAovu1,17980812,29855,24684,1000,2023-03-17,2021-04-16,1,harum,2,1,8112,46,72,EM_CURSO,738286,9
573434042,337473938,Raul Barbosa,Sra. Eloah Aragão,M,2004-06-15,254.370.198-23,lopesbernardo@freitas.com,679929218,&Z2JpauM+2,95595801,23069,35630,1000,2020-07-24,2020-10-24,6,iste,1,3,1715,79,66,EM_CURSO,334404,3
343358756,822232551,João Lucas Caldeira,Alexia Pereira,F,2006-09-28,310.456.879-01,costacarolina@hotmail.com,224528791,+Zd66A2oDx,29541720,71070,68941,1200,2021-10-11,2023-05-18,6,incidunt,5,3,3803,54,86,EM_CURSO,182029,10
707731577,927923634,Pedro Peixoto,Camila Fernandes,M,2000-06-09,019.364.572-61,wcarvalho@uol.com.br,888704402,##44Pyh0u7,97402117,95243,47877,1000,2022-07-04,2024-11-27,1,neque,3,3,7558,75,52,EM_CURSO,726331,9
769040542,646097988,Julia da Costa,Isabel Cunha,M,2004-09-06,602.931.458-06,eduardaaraujo@silveira.br,587467105,*n9_L1Zi$N,38910207,54675,42692,1000,2023-05-02,2025-02-27,8,rem,1,1,9465,31,74,EM_CURSO,805439,8
953792432,116103555,Srta. Cecília Nascimento,Carolina Correia,F,2004-12-29,025.463.871-62,santosnoah@lima.com,784574836,_v21ANL6S+,87266762,83701,40621,1000,2023-03-28,2020-06-25,9,voluptates,4,3,2172,70,48,EM_CURSO,352180,6
747203581,529464465,Valentina Castro,Dra. Caroline Alves,M,2000-05-22,954.260.318-51,bnovaes@hotmail.com,134236098,)NidZ9Xn6r,69157295,35456,40502,1600,2020-08-08,2021-01-30,7,accusantium,4,3,4482,44,43,EM_CURSO,557800,9
687600388,591414383,Sophia Lopes,Emanuelly Barros,M,2003-04-15,324.071.586-44,carolina96@melo.net,890215361,+8$AeheWle,10760244,39517,86434,1600,2021-09-29,2023-01-11,10,placeat,2,3,6677,50,76,EM_CURSO,986496,9
213353472,549048072,Luigi Martins,Ana Carolina Costela,F,1998-08-02,019.284.536-51,samuel87@ig.com.br,235120425,%8qMXNJbuz,59524136,81164,19664,1200,2020-01-16,2022-08-19,3,ex,4,1,3780,58,44,EM_CURSO,618679,6
796784572,681555078,Emanuel Peixoto,Mariane Novaes,F,2004-02-09,590.381.426-33,otavio18@yahoo.com.br,659980947,p)z68JwkJy,18151560,60692,15714,1000,2023-01-08,2024-02-10,5,eaque,5,2,4071,46,25,EM_CURSO,953270,2
414979351,289936225,Alexandre Pinto,Eloah Martins,M,2001-03-08,287.364.915-19,melissamoreira@bol.com.br,217768897,jS&V%pZt#1,83545616,21129,44039,800,2022-02-11,2020-08-18,3,cumque,2,1,9211,41,41,EM_CURSO,426507,5
379436954,424180203,Ana Martins,Maria Sophia Cunha,F,2001-05-09,780.529.314-79,goncalvescarolina@bol.com.br,195464148,R!mhw78gkB,83455635,45408,18820,800,2020-11-13,2020-02-29,3,inventore,3,1,9332,69,41,EM_CURSO,823088,1
363338446,773011391,João Lucas Fogaça,Dra. Maria Julia Moreira,F,2006-05-28,682.435.970-00,ecostela@pires.br,135629976,)4NXVemG%j,94430544,51143,45696,800,2020-10-05,2022-11-02,6,necessitatibus,2,2,7001,51,86,EM_CURSO,839237,2
612647952,633432962,Luiz Otávio da Costa,Stephany Novaes,F,2002-02-28,594.713.802-60,da-cruzclara@vieira.br,952288089,me9Qdh_iy!,41788244,32823,37062,1000,2023-12-23,2023-02-14,6,doloribus,4,3,6874,51,40,EM_CURSO,588228,1
521240407,704850233,Stephany Costa,Isabel Martins,M,1995-03-11,826.037.914-78,joao-miguel85@yahoo.com.br,756408803,(2LS)%hgt9,11108340,70868,33784,1000,2024-01-09,2023-03-31,1,pariatur,3,2,7466,58,56,EM_CURSO,114038,10
154824737,239384841,Yuri Gonçalves,Rebeca Nascimento,F,1999-11-20,963.701.524-80,lgomes@ig.com.br,872230385,%h6g4Zla&Y,50184410,27595,47351,1200,2025-05-12,2023-08-23,10,sapiente,1,1,8081,46,28,EM_CURSO,440078,1
646830348,400415924,Amanda da Luz,Dra. Marcela Duarte,M,1998-06-12,483.091.657-57,nicole79@silva.br,469757600,K@D1CM6bgw,22288193,72903,50743,1200,2025-03-07,2025-04-21,1,nam,2,1,6282,54,47,EM_CURSO,929729,12
995017735,485257566,Maysa Novaes,Elisa da Rosa,F,2001-01-23,785.326.910-21,fda-cruz@azevedo.com,574993370,*+0FhY8t4_,62912299,85408,84375,800,2024-03-22,2024-12-27,3,magni,5,3,6564,52,92,EM_CURSO,152510,7
444824009,508056383,Nina Cunha,Sra. Letícia Cunha,M,1998-12-27,265.874.930-92,oliveirabenicio@fogaca.org,757830423,)d6Kblwyyp,31446061,87698,93571,800,2023-07-08,2022-01-17,10,odio,4,1,3345,57,91,EM_CURSO,119066,4
282823836,462523033,Emanuelly Melo,Emanuella Rodrigues,M,2005-12-11,508.674.123-80,monteirobianca@yahoo.com.br,976012155,*4XnDoCa)B,87376298,74930,94276,1200,2020-03-16,2021-11-16,3,aut,4,1,6254,57,83,EM_CURSO,686197,2
781256378,199801435,Dra. Caroline Martins,Maria Eduarda Freitas,F,1995-12-01,796.481.350-10,peixotoenzo-gabriel@ig.com.br,362383385,&P5Ga#kgZf,18433025,29538,23400,800,2023-11-22,2022-07-08,3,nisi,1,1,3605,34,25,EM_CURSO,293883,9
297697085,504700512,Henrique Farias,Carolina das Neves,F,1999-04-11,246.309.817-13,cavalcantijuan@hotmail.com,359045120,#w1T1ARw)U,47277079,70155,94515,1000,2022-09-26,2024-03-06,5,doloremque,3,1,5924,51,33,EM_CURSO,994885,2
915103316,724051405,Cauê Melo,Valentina Pires,M,2006-11-09,850.162.794-11,jazevedo@gmail.com,470808094,$bY)OAlBx6,67173494,59751,67185,1200,2023-02-23,2024-11-24,2,magnam,4,2,5043,62,70,EM_CURSO,653761,7
978901096,735036132,André Oliveira,Valentina Almeida,M,2002-01-09,532.948.670-00,hpinto@uol.com.br,507877424,mv+L3Qm0+J,14539139,11656,49250,1600,2023-08-02,2020-11-06,6,assumenda,4,2,3650,43,55,EM_CURSO,369216,10
938327162,798795206,Francisco Peixoto,Melissa Cunha,F,1995-12-24,624.930.178-03,leonardofernandes@barros.com,917313503,7Gy+y!Zz^3,92185779,49337,51687,800,2021-12-24,2022-03-25,1,quo,5,2,7865,70,51,EM_CURSO,674408,5
661138062,366407757,Gabriel Fernandes,Agatha Pires,M,2002-10-29,726.045.398-29,ana-juliada-rosa@moraes.br,252708529,)*3tF&Rgv4,94430389,47523,24776,800,2022-05-04,2024-05-08,8,possimus,5,3,1839,48,48,CONCLUÍDO,782851,9
955513779,623919045,Sr. Enzo Gabriel Oliveira,Ana Júlia Ferreira,M,1999-03-11,863.795.140-66,costaraquel@uol.com.br,223255011,#*M34Nrf#6,43443227,85482,60435,1200,2024-11-15,2020-11-21,10,nisi,2,3,5429,59,60,DESLIGADO,543071,10
739399781,996170804,Arthur Barbosa,Ana Luiza da Cunha,F,2006-06-29,637.218.954-28,ana-beatriz02@ig.com.br,696500959,!a4ZdAyQ^H,13927626,83941,71790,800,2025-01-25,2020-09-16,8,maxime,3,2,3608,35,83,DESLIGADO,233620,3
341689167,563544028,Sra. Clarice Pereira,Lívia da Luz,F,2002-09-18,843.701.965-66,natalianascimento@cardoso.br,333637331,h5gHjaaB+8,77973374,12341,80055,1600,2020-10-07,2020-03-20,10,non,5,3,5458,61,38,TRANCADO,169645,3
